Timestamp,Idade,Faixa Etária,Gênero,Escolaridade,Ocupação,Renda,X Contágio,Contágio Família,Estado,Cidade,Bairro,Região,Tipo Moradia,N Coabitação,Fonte Informação,Microorganismo,Nota Microorganismo,Formas Contágio,Nota Contágio,Sintomas,Nota Sintomas,Prevenção,Nota Prevenção,Combate,Nota Combate,Nota Final,Tratamento,Saneamento,Governo,Ações,Preocupação,Vacina
2024/03/14 8:31:36 PM GMT-3,22,20-29,Masculino,Médio completo,Trabalho;Estudo,11 ou mais salários mínimos,Duas,Sim,RR,Boa Vista,Paraviana,,Casa,3,Amigos e familiares,Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo;Tosse;Dor de garganta,"66,67",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","93,33",Satisfatório,4,4,Frequentemente,Pouco preocupado,Certamente tomaria
2024/03/14 8:38:22 PM GMT-3,37,30-39,Masculino,Médio completo,Trabalho,4 a 6 salários mínimos,Uma,Sim,SC,Joinville,Itaum,Sul,Casa,2,"Internet (redes sociais, sites oficiais)",Parasita,0,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","73,33",Satisfatório,5,4,Frequentemente,Muito preocupado,Não tomaria
2024/03/14 8:40:02 PM GMT-3,37,30-39,Feminino,Superior completo,Estudo,11 ou mais salários mínimos,Duas,Sim,RR,Boa Vista,Jardim Floresta,,Casa,2,Profissionais de saúde,Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Perda do olfato e paladar;Manchas pelo corpo,"83,33",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","96,67",Satisfatório,4,2,Às vezes,Moderadamente preocupado,Certamente tomaria
2024/03/14 8:43:32 PM GMT-3,30,30-39,Masculino,Superior completo,Trabalho,7 a 10 salários mínimos,Nenhuma,Sim,SC,Joinville,Boehmerwald,Sul,Apartamento,1,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","93,33",Nunca tive dengue,4,3,Raramente,Moderadamente preocupado,Certamente tomaria
2024/03/14 8:43:46 PM GMT-3,52,50-59,Feminino,Médio completo,Trabalho,Prefiro não informar,Uma,Sim,SC,Joinville,Adhemar Garcia,Sudeste,Casa,2,Profissionais de saúde,Parasita,0,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","73,33",Satisfatório,5,3,Sempre,Muito preocupado,Não tomaria
2024/03/14 8:44:14 PM GMT-3,27,,Masculino,Superior completo,Trabalho,7 a 10 salários mínimos,Nenhuma,Sim,SC,Joinville,Anita Garibaldi,,Apartamento,0,XX,Vírus,,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo,"83,33",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias","60,00",,Nunca tive dengue,3,3,Nunca,Moderadamente preocupado,Certamente tomaria
2024/03/14 8:44:42 PM GMT-3,29,20-29,Feminino,Superior completo,Trabalho,4 a 6 salários mínimos,Nenhuma,Sim,SC,Joinville,Bucarein,Centro,Apartamento,2,Profissionais de saúde,Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo;Dor de garganta,"83,33",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","96,67",Nunca tive dengue,5,3,Nunca,Pouco preocupado,Certamente tomaria
2024/03/14 8:46:41 PM GMT-3,23,,Masculino,Superior completo,Trabalho;Estudo,Prefiro não informar,Nenhuma,Sim,XX,XX,Mangueiral,,Casa,7,XX,Vírus,,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Perda do olfato e paladar;Manchas pelo corpo;Tosse;Dor de garganta,"50,00",Usar protetor solar;Usar repelente;Tomar uma vacina,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",,Nunca tive dengue,1,1,Nunca,Nada preocupado,Não tomaria
2024/03/14 8:48:20 PM GMT-3,46,40-49,Masculino,Médio completo,Trabalho,11 ou mais salários mínimos,Nenhuma,Sim,SC,Joinville,Comasa,Leste,Casa,6,"Mídia tradicional (TV, rádio, jornal)",Parasita,0,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",80,Nunca tive dengue,4,4,Frequentemente,Extremamente preocupado,Certamente tomaria
2024/03/14 8:53:04 PM GMT-3,26,20-29,Feminino,Superior completo,Trabalho;Estudo,4 a 6 salários mínimos,Nenhuma,Não,SC,Joinville,Vila Nova,Oeste,Casa,2,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",100,Nunca tive dengue,5,4,Sempre,Pouco preocupado,Não tomaria
2024/03/14 8:53:50 PM GMT-3,21,20-29,Masculino,Médio completo,Trabalho,1 a 3 salários mínimos,Nenhuma,Não,SP,São Bernardo do Campo,XX,,Apartamento,1,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Tosse;Dor de garganta,"50,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","83,33",Nunca tive dengue,4,3,Frequentemente,Moderadamente preocupado,Certamente tomaria
2024/03/14 8:54:17 PM GMT-3,31,30-39,Masculino,Superior completo,Estudo,4 a 6 salários mínimos,Nenhuma,Sim,SP,São José dos Campos,Vila Tesouro,,Casa,3,"Mídia tradicional (TV, rádio, jornal)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","93,33",Nunca tive dengue,4,4,Às vezes,Muito preocupado,Certamente tomaria
2024/03/14 8:56:12 PM GMT-3,24,20-29,Outro,Fundamental completo,Estudo,1 a 3 salários mínimos,Três ou mais,Sim,SC,Florianópolis,Itacorubi,,Casa,1,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre,"66,67",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","86,67",Pouco satisfatório,2,2,Raramente,Extremamente preocupado,Certamente tomaria
2024/03/14 8:59:32 PM GMT-3,36,30-39,Feminino,Médio completo,Trabalho;Estudo,1 a 3 salários mínimos,Uma,Sim,SC,Joinville,Paranaguamirim,Sudeste,Casa,4,Profissionais de saúde,Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",100,Pouco satisfatório,4,3,Sempre,Extremamente preocupado,Certamente tomaria
2024/03/14 8:59:38 PM GMT-3,24,20-29,Feminino,Superior completo,Trabalho,7 a 10 salários mínimos,Nenhuma,Não,SC,Joinville,Jardim Iririú,Leste,Casa,4,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Perda do olfato e paladar;Manchas pelo corpo,"83,33",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",90,Nunca tive dengue,4,3,Nunca,Pouco preocupado,Certamente tomaria
2024/03/14 9:03:01 PM GMT-3,17,10-19,Feminino,Fundamental completo,Estudo,Até 1 salário mínimo,Nenhuma,Não,SC,Joinville,Vila Nova,Oeste,Casa,2,"Mídia tradicional (TV, rádio, jornal)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","93,33",Nunca tive dengue,4,3,Frequentemente,Moderadamente preocupado,Certamente tomaria
2024/03/14 9:08:05 PM GMT-3,44,40-49,Masculino,Médio completo,Trabalho,7 a 10 salários mínimos,Nenhuma,Sim,SC,Joinville,Comasa,Leste,Casa,2,Profissionais de saúde,Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",100,Nunca tive dengue,4,3,Sempre,Moderadamente preocupado,Certamente tomaria
2024/03/14 9:26:41 PM GMT-3,26,20-29,Feminino,Médio completo,Trabalho,1 a 3 salários mínimos,Uma,Sim,SC,Joinville,Ulysses Guimarães,Sudeste,Casa,2,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",100,Insatisfatório,1,2,Frequentemente,Muito preocupado,Certamente tomaria
2024/03/14 9:30:30 PM GMT-3,37,30-39,Feminino,Médio completo,Trabalho,1 a 3 salários mínimos,Nenhuma,Sim,SC,Joinville,Ulysses Guimarães,Sudeste,Casa,4,"Internet (redes sociais, sites oficiais)",Parasita,0,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","73,33",Moderadamente satisfatório,5,4,Sempre,Extremamente preocupado,Certamente tomaria
2024/03/14 9:32:37 PM GMT-3,30,30-39,Feminino,Superior completo,Trabalho,4 a 6 salários mínimos,Uma,Sim,SC,Joinville,Petrópolis,Sul,Casa,4,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","93,33",Satisfatório,5,2,Frequentemente,Moderadamente preocupado,Talvez tomaria
2024/03/14 9:37:48 PM GMT-3,25,20-29,Feminino,Médio completo,Estudo,1 a 3 salários mínimos,Nenhuma,Sim,SC,Joinville,Costa e Silva,Norte,Casa,3,"Mídia tradicional (TV, rádio, jornal)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo,"83,33",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","96,67",Nunca tive dengue,5,3,Às vezes,Muito preocupado,Talvez tomaria
2024/03/14 9:40:17 PM GMT-3,21,20-29,Masculino,Médio completo,Trabalho,11 ou mais salários mínimos,Três ou mais,Sim,GO,Goiânia,XX,,Casa,2,"Mídia tradicional (TV, rádio, jornal)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre,"66,67",Tomar uma vacina,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","86,67",Moderadamente satisfatório,4,4,Sempre,Nada preocupado,Talvez tomaria
2024/03/14 9:45:00 PM GMT-3,23,20-29,Feminino,Superior completo,,Prefiro não informar,Uma,Sim,SC,Joinville,Iririú,Nordeste,Casa,3,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Perda do olfato e paladar;Manchas pelo corpo,"83,33",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Limpar as calhas;Descartar adequadamente objetos que acumulam água","80,00",86,Moderadamente satisfatório,4,4,Raramente,Moderadamente preocupado,Não tomaria
2024/03/14 9:45:41 PM GMT-3,21,20-29,Masculino,Médio completo,Trabalho;Estudo,4 a 6 salários mínimos,Nenhuma,Sim,GO,Goiânia,XX,,Casa,1,"Mídia tradicional (TV, rádio, jornal)",Parasita,0,Picada do mosquito Tsé-Tsé;Picada do mosquito Aedes Aegypt,"75,00",Febre;Dores no corpo;Manchas pelo corpo;Tosse;Dor de garganta,"66,67",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","68,33",Nunca tive dengue,3,2,Às vezes,Nada preocupado,Talvez tomaria
2024/03/14 9:47:47 PM GMT-3,18,10-19,Feminino,Médio completo,Estudo,11 ou mais salários mínimos,Nenhuma,Sim,SC,Joinville,Costa e Silva,Norte,Casa,3,Profissionais de saúde,Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",100,Nunca tive dengue,4,3,Às vezes,Moderadamente preocupado,Certamente tomaria
2024/03/14 9:53:48 PM GMT-3,44,40-49,Masculino,Superior completo,Trabalho,7 a 10 salários mínimos,Nenhuma,Sim,AM,Manaus,XX,,Casa,5,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo,"83,33",Tomar uma vacina,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",90,Nunca tive dengue,1,2,Frequentemente,Moderadamente preocupado,Talvez tomaria
2024/03/14 9:54:34 PM GMT-3,23,20-29,Outro,Médio completo,Trabalho,1 a 3 salários mínimos,Uma,Sim,GO,XX,XX,,Casa,3,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","93,33",Muito satisfatório,4,4,Frequentemente,Muito preocupado,Talvez tomaria
2024/03/14 9:55:36 PM GMT-3,20,20-29,Masculino,Médio completo,Trabalho;Estudo,11 ou mais salários mínimos,Duas,Sim,GO,Aparecida de Goiânia,Cidade Vera Cruz 2,,Casa,4,Profissionais de saúde,Parasita,0,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","73,33",Moderadamente satisfatório,3,1,Frequentemente,Nada preocupado,Talvez tomaria
2024/03/14 9:56:21 PM GMT-3,22,20-29,Feminino,Médio completo,Trabalho,4 a 6 salários mínimos,Uma,Sim,SC,Joinville,Costa e Silva,Norte,Apartamento,3,Profissionais de saúde,Parasita,0,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",80,Moderadamente satisfatório,5,3,Frequentemente,Extremamente preocupado,Certamente tomaria
2024/03/14 9:57:43 PM GMT-3,18,10-19,Feminino,Médio completo,Trabalho,4 a 6 salários mínimos,Nenhuma,Sim,GO,Aparecida de Goiânia,Cidade Vera Cruz 2,,Casa,3,"Internet (redes sociais, sites oficiais)",Parasita,0,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","80,00",76,Nunca tive dengue,5,1,Às vezes,Moderadamente preocupado,Certamente tomaria
2024/03/14 10:06:17 PM GMT-3,47,40-49,Feminino,Médio completo,Trabalho,4 a 6 salários mínimos,Uma,Sim,SC,Joinville,Aventureiro,Nordeste,Casa,2,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","93,33",Moderadamente satisfatório,5,3,Sempre,Extremamente preocupado,Certamente tomaria
2024/03/14 10:06:47 PM GMT-3,21,20-29,Feminino,Médio completo,Trabalho,1 a 3 salários mínimos,Nenhuma,Sim,GO,Aparecida de Goiânia,XX,,Apartamento,1,"Internet (redes sociais, sites oficiais)",Parasita,0,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","73,33",Nunca tive dengue,4,3,Raramente,Pouco preocupado,Certamente tomaria
2024/03/14 10:10:18 PM GMT-3,39,30-39,Feminino,Superior completo,Trabalho,1 a 3 salários mínimos,Nenhuma,Sim,SC,Joinville,Paranaguamirim,Sudeste,Casa,4,"Mídia tradicional (TV, rádio, jornal)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",100,Nunca tive dengue,4,4,Frequentemente,Muito preocupado,Certamente tomaria
2024/03/14 10:17:06 PM GMT-3,46,40-49,Feminino,Médio completo,Trabalho,4 a 6 salários mínimos,Nenhuma,Sim,SC,Joinville,Comasa,Leste,Casa,3,Profissionais de saúde,Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","93,33",Nunca tive dengue,5,3,Frequentemente,Muito preocupado,Talvez tomaria
2024/03/14 10:21:50 PM GMT-3,21,20-29,Feminino,Médio completo,Trabalho;Estudo,1 a 3 salários mínimos,Duas,Sim,GO,Aparecida de Goiânia,Vera Cruz,,Casa,2,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","93,33",Pouco satisfatório,4,1,Às vezes,Moderadamente preocupado,Certamente tomaria
2024/03/14 10:22:57 PM GMT-3,53,50-59,Feminino,Fundamental incompleto,Trabalho,1 a 3 salários mínimos,Nenhuma,Sim,SC,Itajaí,Centro,Centro,Apartamento,2,"Internet (redes sociais, sites oficiais)",Parasita,0,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Perda do olfato e paladar;Manchas pelo corpo,"83,33",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",70,Satisfatório,2,2,Raramente,Pouco preocupado,Talvez tomaria
2024/03/14 10:25:04 PM GMT-3,18,10-19,Feminino,Médio completo,Estudo,7 a 10 salários mínimos,Nenhuma,Não,SC,Florianópolis,Ingleses,,Casa,5,"Mídia tradicional (TV, rádio, jornal)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Manchas pelo corpo,"66,67",Tomar uma vacina,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","86,67",Nunca tive dengue,4,3,Frequentemente,Moderadamente preocupado,Certamente tomaria
2024/03/14 10:26:29 PM GMT-3,27,20-29,Feminino,Superior completo,Trabalho;Estudo,1 a 3 salários mínimos,Nenhuma,Não,SC,Joinville,Santo Antônio,Norte,Apartamento,1,"Mídia tradicional (TV, rádio, jornal)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",100,Nunca tive dengue,5,5,Sempre,Muito preocupado,Certamente tomaria
2024/03/14 10:26:38 PM GMT-3,43,40-49,Feminino,Médio completo,Trabalho,Prefiro não informar,Nenhuma,Sim,SC,Joinville,Santa Catarina,Sul,Casa,4,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","93,33",Nunca tive dengue,4,4,Frequentemente,Muito preocupado,Certamente tomaria
2024/03/14 10:26:52 PM GMT-3,21,20-29,Feminino,Médio completo,Trabalho;Estudo,Prefiro não informar,Nenhuma,Sim,GO,Goiânia,Vila Rosa,,Casa,6,"Mídia tradicional (TV, rádio, jornal)",Parasita,0,Picada do mosquito Aedes Aegypt,"100,00",Manchas pelo corpo,"66,67",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","73,33",Nunca tive dengue,4,2,Raramente,Moderadamente preocupado,Talvez tomaria
2024/03/14 10:35:46 PM GMT-3,37,30-39,Feminino,Médio completo,Trabalho;Estudo,4 a 6 salários mínimos,Nenhuma,Não,SC,Joinville,Jardim Paraíso,Nordeste,Casa,5,Profissionais de saúde,Parasita,0,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",80,Nunca tive dengue,2,1,Frequentemente,Muito preocupado,Certamente tomaria
2024/03/14 10:36:33 PM GMT-3,30,30-39,Masculino,Superior completo,Trabalho,7 a 10 salários mínimos,Nenhuma,Sim,GO,Goiânia,Alto da Glória,,Apartamento,0,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","93,33",Nunca tive dengue,5,3,Raramente,Moderadamente preocupado,Talvez tomaria
